"id","farmer","village","district","mandal","crop","acreage","health","risk","confidence","lat","lng","ndvi","evi","ndre","analytics","outline","geometry"
"AND-GUN-008371","Satyanarayana Chowdary","KATRAPADU","Guntur","Pedanandipadu","Red Gram (Pigeon Pea)",2.77,59.23,"High",87.6,16.0560174834687,80.37068703193717,0.35,0.22,0.3,"{""pH"": 8.11, ""EC"": 2.21, ""Organic_Carbon"": 1.01, ""Nitrogen"": 240.0, ""Phosphorus"": 21.0, ""Potassium"": 367.0, ""Zinc"": 3.29, ""Iron"": 11.74, ""Copper"": 0.44, ""Boron"": 1.63, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008371""}",NULL,NULL
"AND-GUN-008590","Srinivas Golla","KATRAPADU","Guntur","Pedanandipadu","Groundnut",10.23,84.1,"Low",93.7,16.07345194684087,80.3600353947627,0.76,0.27,0.22,"{""pH"": 7.78, ""EC"": 1.64, ""Organic_Carbon"": 0.94, ""Nitrogen"": 294.0, ""Phosphorus"": 57.0, ""Potassium"": 235.0, ""Zinc"": 0.57, ""Iron"": 2.4, ""Copper"": 1.85, ""Boron"": 0.4, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008590""}",NULL,NULL
"AND-GUN-000042","Suresh Raju","PANDRAPADU","Guntur","Kakumanu","Onion",7.68,75.6,"Medium",91.0,16.09523428524349,80.4738216964604,0.63,0.49,0.26,"{""pH"": 8.64, ""EC"": 0.22, ""Organic_Carbon"": 0.24, ""Nitrogen"": 226.0, ""Phosphorus"": 30.0, ""Potassium"": 100.0, ""Zinc"": 2.25, ""Iron"": 5.1, ""Copper"": 1.0, ""Boron"": 0.37, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-000042""}",NULL,NULL
"AND-GUN-001949","Saraswathi Nandamuri","PANDRAPADU","Guntur","Kakumanu","Cotton",5.26,67.53,"Medium",88.0,16.09277577699783,80.46122513874052,0.4,0.55,0.32,"{""pH"": 8.27, ""EC"": 2.62, ""Organic_Carbon"": 1.07, ""Nitrogen"": 200.0, ""Phosphorus"": 46.0, ""Potassium"": 439.0, ""Zinc"": 0.93, ""Iron"": 11.36, ""Copper"": 0.26, ""Boron"": 1.95, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001949""}",NULL,NULL
"AND-GUN-009716","Ravi Chowdary","PANDRAPADU","Guntur","Kakumanu","Coconut",7.73,75.77,"Medium",96.4,16.10517734566029,80.45847512951678,0.8,0.58,0.22,"{""pH"": 6.32, ""EC"": 2.62, ""Organic_Carbon"": 0.94, ""Nitrogen"": 204.0, ""Phosphorus"": 65.0, ""Potassium"": 172.0, ""Zinc"": 1.48, ""Iron"": 7.44, ""Copper"": 1.73, ""Boron"": 1.42, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009716""}",NULL,NULL
"AND-GUN-007775","Murali Rao","KONDAMUDI","Guntur","Ponnur","Tobacco",5.35,67.83,"Medium",88.1,16.10914312353281,80.58927624837618,0.34,0.36,0.34,"{""pH"": 8.76, ""EC"": 0.36, ""Organic_Carbon"": 0.49, ""Nitrogen"": 263.0, ""Phosphorus"": 56.0, ""Potassium"": 412.0, ""Zinc"": 1.97, ""Iron"": 12.81, ""Copper"": 0.16, ""Boron"": 1.34, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007775""}",NULL,NULL
"AND-GUN-008266","Sai Nandamuri","KONDAMUDI","Guntur","Ponnur","Sugarcane",0.7,52.33,"High",97.2,16.074088688665928,80.58084388765361,0.38,0.4,0.44,"{""pH"": 7.18, ""EC"": 2.42, ""Organic_Carbon"": 0.58, ""Nitrogen"": 304.0, ""Phosphorus"": 79.0, ""Potassium"": 92.0, ""Zinc"": 3.26, ""Iron"": 12.3, ""Copper"": 0.6, ""Boron"": 1.42, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008266""}",NULL,NULL
"AND-GUN-009493","Suresh Bandi","KONDAMUDI","Guntur","Ponnur","Red Gram (Pigeon Pea)",5.55,68.5,"Medium",92.4,16.08300969381501,80.56453181788574,0.4,0.42,0.32,"{""pH"": 7.42, ""EC"": 1.95, ""Organic_Carbon"": 0.83, ""Nitrogen"": 424.0, ""Phosphorus"": 16.0, ""Potassium"": 136.0, ""Zinc"": 0.28, ""Iron"": 8.54, ""Copper"": 1.27, ""Boron"": 2.16, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009493""}",NULL,NULL
"AND-GUN-009967","Ramesh Kaza","KONDAMUDI","Guntur","Ponnur","Turmeric",10.87,86.23,"Low",88.0,16.095259648674702,80.57633297948648,0.72,0.31,0.36,"{""pH"": 5.47, ""EC"": 0.18, ""Organic_Carbon"": 0.76, ""Nitrogen"": 250.0, ""Phosphorus"": 53.0, ""Potassium"": 92.0, ""Zinc"": 0.84, ""Iron"": 11.46, ""Copper"": 0.48, ""Boron"": 1.42, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-009967""}",NULL,NULL
"AND-GUN-001206","Appa Rao Daggubati","DOPPALAPUDI","Guntur","Ponnur","Horse Gram",11.67,88.9,"Low",85.7,16.101486398312794,80.5237925469299,0.61,0.24,0.21,"{""pH"": 7.39, ""EC"": 0.45, ""Organic_Carbon"": 1.08, ""Nitrogen"": 362.0, ""Phosphorus"": 78.0, ""Potassium"": 156.0, ""Zinc"": 3.26, ""Iron"": 3.47, ""Copper"": 1.01, ""Boron"": 1.26, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-001206""}",NULL,NULL
"AND-GUN-009765","Anand Naidu","DOPPALAPUDI","Guntur","Ponnur","Black Gram (Urad)",13.33,94.43,"Low",93.3,16.09915868747925,80.51608236504967,0.39,0.46,0.31,"{""pH"": 7.13, ""EC"": 1.01, ""Organic_Carbon"": 0.21, ""Nitrogen"": 396.0, ""Phosphorus"": 65.0, ""Potassium"": 148.0, ""Zinc"": 3.27, ""Iron"": 8.28, ""Copper"": 0.52, ""Boron"": 1.65, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-009765""}",NULL,NULL
"AND-GUN-004025","Ramesh Nandamuri","MANNAVA","Guntur","Ponnur","Sesame (Til)",10.26,84.2,"Low",85.8,16.11258533253739,80.49147579997451,0.43,0.49,0.44,"{""pH"": 7.37, ""EC"": 0.43, ""Organic_Carbon"": 1.41, ""Nitrogen"": 191.0, ""Phosphorus"": 30.0, ""Potassium"": 352.0, ""Zinc"": 0.24, ""Iron"": 6.4, ""Copper"": 1.3, ""Boron"": 0.99, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-004025""}",NULL,NULL
"AND-GUN-005636","Appa Rao Golla","MANNAVA","Guntur","Ponnur","Black Gram (Urad)",1.33,54.43,"High",91.8,16.113061326069456,80.50637752113819,0.3,0.2,0.24,"{""pH"": 8.75, ""EC"": 1.35, ""Organic_Carbon"": 1.01, ""Nitrogen"": 244.0, ""Phosphorus"": 61.0, ""Potassium"": 378.0, ""Zinc"": 2.29, ""Iron"": 13.82, ""Copper"": 1.62, ""Boron"": 0.12, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-005636""}",NULL,NULL
"AND-GUN-009267","Srinivas Allu","AREMANDA","Guntur","Ponnur","Red Gram (Pigeon Pea)",4.8,66.0,"Medium",96.5,16.109349611738146,80.56276643424289,0.39,0.52,0.4,"{""pH"": 7.23, ""EC"": 1.44, ""Organic_Carbon"": 1.26, ""Nitrogen"": 325.0, ""Phosphorus"": 70.0, ""Potassium"": 342.0, ""Zinc"": 2.98, ""Iron"": 3.56, ""Copper"": 1.25, ""Boron"": 2.36, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009267""}",NULL,NULL
"AND-GUN-007905","Prakash Kodali","DANDAMUDI","Guntur","Ponnur","Paddy (Rice)",1.14,53.8,"High",97.1,16.11334648997333,80.54947374934892,0.41,0.3,0.37,"{""pH"": 5.82, ""EC"": 0.95, ""Organic_Carbon"": 1.35, ""Nitrogen"": 173.0, ""Phosphorus"": 12.0, ""Potassium"": 182.0, ""Zinc"": 2.73, ""Iron"": 8.39, ""Copper"": 1.57, ""Boron"": 1.43, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007905""}",NULL,NULL
"AND-GUN-009984","Ramu Reddy","DANDAMUDI","Guntur","Ponnur","Onion",13.69,95.63,"Low",97.5,16.09845432908026,80.55488684267974,0.78,0.3,0.3,"{""pH"": 5.64, ""EC"": 2.3, ""Organic_Carbon"": 0.76, ""Nitrogen"": 350.0, ""Phosphorus"": 64.0, ""Potassium"": 598.0, ""Zinc"": 0.6, ""Iron"": 3.6, ""Copper"": 1.82, ""Boron"": 0.32, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009984""}",NULL,NULL
"AND-GUN-008160","Lakshmi Vemula","VARAGANI","Guntur","Pedanandipadu","Ragi (Finger Millet)",11.86,89.53,"Low",93.9,16.109366563567384,80.33838617918813,0.8,0.37,0.25,"{""pH"": 6.96, ""EC"": 1.06, ""Organic_Carbon"": 0.67, ""Nitrogen"": 188.0, ""Phosphorus"": 56.0, ""Potassium"": 269.0, ""Zinc"": 1.73, ""Iron"": 6.38, ""Copper"": 1.16, ""Boron"": 2.01, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008160""}",NULL,NULL
"AND-GUN-005768","Mahesh Akkineni","JUPUDI","Guntur","Ponnur","Banana",1.48,54.93,"High",93.7,16.115984605835127,80.48498512252833,0.62,0.6,0.45,"{""pH"": 7.2, ""EC"": 0.51, ""Organic_Carbon"": 0.6, ""Nitrogen"": 133.0, ""Phosphorus"": 44.0, ""Potassium"": 342.0, ""Zinc"": 2.64, ""Iron"": 10.01, ""Copper"": 1.98, ""Boron"": 1.47, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-005768""}",NULL,NULL
"AND-GUN-004867","Kiran Mekapati","KOPPARRU","Guntur","Pedanandipadu","Tobacco",5.66,68.87,"Medium",93.0,16.117218835934302,80.28294477702698,0.65,0.34,0.29,"{""pH"": 5.76, ""EC"": 0.57, ""Organic_Carbon"": 1.29, ""Nitrogen"": 436.0, ""Phosphorus"": 45.0, ""Potassium"": 572.0, ""Zinc"": 1.43, ""Iron"": 5.4, ""Copper"": 0.56, ""Boron"": 0.6, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004867""}",NULL,NULL
"AND-GUN-007381","Mahesh Goud","KOPPARRU","Guntur","Pedanandipadu","Turmeric",6.75,72.5,"Medium",92.7,16.119390014426006,80.28653093719718,0.68,0.57,0.28,"{""pH"": 7.74, ""EC"": 0.59, ""Organic_Carbon"": 0.91, ""Nitrogen"": 262.0, ""Phosphorus"": 31.0, ""Potassium"": 365.0, ""Zinc"": 0.58, ""Iron"": 7.71, ""Copper"": 0.33, ""Boron"": 1.09, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-007381""}",NULL,NULL
"AND-GUN-008138","Lakshmi Pothineni","MUNIPALLE","Guntur","Ponnur","Ragi (Finger Millet)",14.48,98.27,"Low",96.2,16.11812116379297,80.51211310022131,0.66,0.31,0.32,"{""pH"": 6.12, ""EC"": 1.87, ""Organic_Carbon"": 0.95, ""Nitrogen"": 211.0, ""Phosphorus"": 7.0, ""Potassium"": 457.0, ""Zinc"": 2.7, ""Iron"": 14.0, ""Copper"": 1.71, ""Boron"": 1.16, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-008138""}",NULL,NULL
"AND-GUN-009746","Babu Ghattamaneni","VANGIPURAM","Guntur","Prathipadu","Sugarcane",10.48,84.93,"Low",88.5,16.138131284085233,80.36633233639424,0.5,0.2,0.29,"{""pH"": 5.46, ""EC"": 2.39, ""Organic_Carbon"": 0.48, ""Nitrogen"": 303.0, ""Phosphorus"": 19.0, ""Potassium"": 467.0, ""Zinc"": 2.44, ""Iron"": 6.09, ""Copper"": 0.57, ""Boron"": 1.13, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009746""}",NULL,NULL
"AND-GUN-000207","Babu Mekapati","MAMILLAPALLI","Guntur","Ponnur","Jowar (Sorghum)",1.97,56.57,"High",96.2,16.11990334949308,80.55703969804456,0.75,0.48,0.49,"{""pH"": 5.94, ""EC"": 1.84, ""Organic_Carbon"": 1.14, ""Nitrogen"": 245.0, ""Phosphorus"": 8.0, ""Potassium"": 388.0, ""Zinc"": 0.88, ""Iron"": 9.89, ""Copper"": 0.46, ""Boron"": 1.04, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000207""}",NULL,NULL
"AND-GUN-003037","Siva Kodali","MAMILLAPALLI","Guntur","Ponnur","Bajra (Pearl Millet)",6.76,72.53,"Medium",90.7,16.142523839591178,80.56489089506717,0.52,0.3,0.26,"{""pH"": 7.68, ""EC"": 2.13, ""Organic_Carbon"": 1.5, ""Nitrogen"": 327.0, ""Phosphorus"": 32.0, ""Potassium"": 544.0, ""Zinc"": 0.9, ""Iron"": 12.84, ""Copper"": 1.01, ""Boron"": 1.62, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003037""}",NULL,NULL
"AND-GUN-004641","Gopi Yarlagadda","MAMILLAPALLI","Guntur","Ponnur","Mango",14.21,97.37,"Low",87.4,16.125489094291687,80.56946491238352,0.33,0.22,0.25,"{""pH"": 6.35, ""EC"": 2.26, ""Organic_Carbon"": 0.23, ""Nitrogen"": 174.0, ""Phosphorus"": 55.0, ""Potassium"": 207.0, ""Zinc"": 2.93, ""Iron"": 2.63, ""Copper"": 0.73, ""Boron"": 1.35, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004641""}",NULL,NULL
"AND-GUN-004675","Siva Varma","MAMILLAPALLI","Guntur","Ponnur","Red Gram (Pigeon Pea)",6.41,71.37,"Medium",89.4,16.117351302079427,80.56221853899915,0.61,0.46,0.28,"{""pH"": 6.18, ""EC"": 1.93, ""Organic_Carbon"": 0.79, ""Nitrogen"": 122.0, ""Phosphorus"": 63.0, ""Potassium"": 282.0, ""Zinc"": 0.25, ""Iron"": 9.23, ""Copper"": 1.75, ""Boron"": 1.32, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-004675""}",NULL,NULL
"AND-GUN-003132","Ramakrishna Kaza","CHINTALAPUDI","Guntur","Duggirala","Coconut",12.43,91.43,"Low",91.8,16.302599903862784,80.64485789218311,0.78,0.23,0.32,"{""pH"": 7.98, ""EC"": 2.68, ""Organic_Carbon"": 0.75, ""Nitrogen"": 195.0, ""Phosphorus"": 20.0, ""Potassium"": 398.0, ""Zinc"": 2.52, ""Iron"": 10.27, ""Copper"": 1.74, ""Boron"": 2.11, ""Soil_Type"": ""Silty Loam"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-003132""}",NULL,NULL
"AND-GUN-000647","Babu Allu","VALLURU","Guntur","Kakumanu","Sweet Orange",9.11,80.37,"Low",86.1,16.104786339096734,80.4449912817465,0.53,0.55,0.46,"{""pH"": 8.75, ""EC"": 1.49, ""Organic_Carbon"": 1.1, ""Nitrogen"": 148.0, ""Phosphorus"": 80.0, ""Potassium"": 265.0, ""Zinc"": 1.47, ""Iron"": 15.0, ""Copper"": 1.44, ""Boron"": 0.82, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000647""}",NULL,NULL
"AND-GUN-001367","Ravi Golla","VALLURU","Guntur","Kakumanu","Sugarcane",10.88,86.27,"Low",89.0,16.103478618732424,80.44484735092226,0.33,0.52,0.4,"{""pH"": 5.86, ""EC"": 2.89, ""Organic_Carbon"": 1.08, ""Nitrogen"": 109.0, ""Phosphorus"": 8.0, ""Potassium"": 204.0, ""Zinc"": 1.84, ""Iron"": 8.9, ""Copper"": 0.78, ""Boron"": 0.5, ""Soil_Type"": ""Clay Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-001367""}",NULL,NULL
"AND-GUN-006001","Ravi Dasari","BRAHMANAKODURU","Guntur","Ponnur","Sugarcane",9.9,83.0,"Low",96.0,16.149700968015495,80.52213214964614,0.43,0.38,0.36,"{""pH"": 7.65, ""EC"": 0.55, ""Organic_Carbon"": 1.39, ""Nitrogen"": 228.0, ""Phosphorus"": 18.0, ""Potassium"": 339.0, ""Zinc"": 0.69, ""Iron"": 4.8, ""Copper"": 1.96, ""Boron"": 1.57, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006001""}",NULL,NULL
"AND-GUN-006585","Siva Allu","BRAHMANAKODURU","Guntur","Ponnur","Banana",10.2,84.0,"Low",88.7,16.144436463027045,80.52530609972493,0.35,0.58,0.46,"{""pH"": 5.73, ""EC"": 0.42, ""Organic_Carbon"": 0.88, ""Nitrogen"": 257.0, ""Phosphorus"": 28.0, ""Potassium"": 96.0, ""Zinc"": 2.44, ""Iron"": 2.7, ""Copper"": 1.14, ""Boron"": 1.68, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Canal"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-006585""}",NULL,NULL
"AND-GUN-000131","Ramu Chowdary","GANIKAPUDI","Guntur","Prathipadu","Sesame (Til)",6.55,71.83,"Medium",85.9,16.147662411119917,80.29557174232598,0.3,0.22,0.42,"{""pH"": 5.18, ""EC"": 0.92, ""Organic_Carbon"": 0.98, ""Nitrogen"": 434.0, ""Phosphorus"": 65.0, ""Potassium"": 372.0, ""Zinc"": 1.97, ""Iron"": 13.01, ""Copper"": 0.92, ""Boron"": 2.22, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Borewell"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-000131""}",NULL,NULL
"AND-GUN-000218","Lakshmi Mekapati","GANIKAPUDI","Guntur","Prathipadu","Sweet Orange",11.32,87.73,"Low",92.6,16.14707527627927,80.28408381724662,0.38,0.32,0.48,"{""pH"": 8.69, ""EC"": 2.99, ""Organic_Carbon"": 1.21, ""Nitrogen"": 379.0, ""Phosphorus"": 36.0, ""Potassium"": 234.0, ""Zinc"": 0.22, ""Iron"": 7.33, ""Copper"": 0.54, ""Boron"": 0.93, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000218""}",NULL,NULL
"AND-GUN-003189","Ravi Dasari","GANIKAPUDI","Guntur","Prathipadu","Sunflower",12.51,91.7,"Low",96.2,16.14687240242634,80.27390335997356,0.69,0.35,0.36,"{""pH"": 7.86, ""EC"": 0.36, ""Organic_Carbon"": 0.58, ""Nitrogen"": 173.0, ""Phosphorus"": 65.0, ""Potassium"": 197.0, ""Zinc"": 2.46, ""Iron"": 9.57, ""Copper"": 0.93, ""Boron"": 0.81, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003189""}",NULL,NULL
"AND-GUN-005978","Lakshmi Kodali","GANIKAPUDI","Guntur","Prathipadu","Sugarcane",2.67,58.9,"High",88.0,16.145168462634505,80.29112083769306,0.68,0.49,0.28,"{""pH"": 6.0, ""EC"": 0.98, ""Organic_Carbon"": 0.9, ""Nitrogen"": 281.0, ""Phosphorus"": 57.0, ""Potassium"": 264.0, ""Zinc"": 3.35, ""Iron"": 6.64, ""Copper"": 1.0, ""Boron"": 1.18, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-005978""}",NULL,NULL
"AND-GUN-002131","Sai Goud","GORIJAVOLUGUNTAPALEM","Guntur","Pedanandipadu","Maize",2.85,59.5,"High",92.4,16.157187925277437,80.32501010656601,0.64,0.47,0.23,"{""pH"": 6.18, ""EC"": 2.11, ""Organic_Carbon"": 0.96, ""Nitrogen"": 192.0, ""Phosphorus"": 54.0, ""Potassium"": 493.0, ""Zinc"": 3.43, ""Iron"": 4.79, ""Copper"": 0.83, ""Boron"": 0.37, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-002131""}",NULL,NULL
"AND-GUN-007034","Mahesh Reddy","GORIJAVOLUGUNTAPALEM","Guntur","Pedanandipadu","Horse Gram",9.01,80.03,"Low",92.3,16.14226837835095,80.33281835024707,0.41,0.4,0.36,"{""pH"": 5.72, ""EC"": 1.12, ""Organic_Carbon"": 1.45, ""Nitrogen"": 169.0, ""Phosphorus"": 20.0, ""Potassium"": 324.0, ""Zinc"": 2.28, ""Iron"": 13.84, ""Copper"": 1.32, ""Boron"": 0.29, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-007034""}",NULL,NULL
"AND-GUN-008783","Suresh Daggubati","GORIJAVOLUGUNTAPALEM","Guntur","Pedanandipadu","Maize",4.98,66.6,"Medium",98.9,16.138799193742727,80.32674182895794,0.63,0.6,0.26,"{""pH"": 7.96, ""EC"": 0.67, ""Organic_Carbon"": 0.64, ""Nitrogen"": 241.0, ""Phosphorus"": 37.0, ""Potassium"": 287.0, ""Zinc"": 1.82, ""Iron"": 12.99, ""Copper"": 0.75, ""Boron"": 2.08, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-008783""}",NULL,NULL
"AND-GUN-007284","Srinivas Chowdary","VELLALURU","Guntur","Ponnur","Jowar (Sorghum)",9.53,81.77,"Low",97.9,16.14369373829579,80.54558166231755,0.76,0.47,0.27,"{""pH"": 7.33, ""EC"": 0.65, ""Organic_Carbon"": 1.46, ""Nitrogen"": 445.0, ""Phosphorus"": 37.0, ""Potassium"": 107.0, ""Zinc"": 3.19, ""Iron"": 5.97, ""Copper"": 1.45, ""Boron"": 1.84, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-007284""}",NULL,NULL
"AND-GUN-000442","Rambabu Bandi","KAREMPUDIPADU","Guntur","Vatticherukuru","Turmeric",14.81,99.37,"Low",86.6,16.162787090270214,80.44394930709741,0.59,0.52,0.48,"{""pH"": 5.14, ""EC"": 0.62, ""Organic_Carbon"": 0.85, ""Nitrogen"": 145.0, ""Phosphorus"": 43.0, ""Potassium"": 436.0, ""Zinc"": 1.58, ""Iron"": 9.25, ""Copper"": 0.46, ""Boron"": 2.47, ""Soil_Type"": ""Sandy Loam"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-000442""}",NULL,NULL
"AND-GUN-003130","Ramesh Akkineni","KAREMPUDIPADU","Guntur","Vatticherukuru","Onion",12.66,92.2,"Low",89.3,16.159348916633785,80.46350987098451,0.59,0.51,0.5,"{""pH"": 5.31, ""EC"": 2.96, ""Organic_Carbon"": 0.71, ""Nitrogen"": 290.0, ""Phosphorus"": 48.0, ""Potassium"": 544.0, ""Zinc"": 1.45, ""Iron"": 5.95, ""Copper"": 0.8, ""Boron"": 2.13, ""Soil_Type"": ""Clay"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Rabi"", ""Survey_Number"": ""AP-003130""}",NULL,NULL
"AND-GUN-008376","Bhavani Kodali","KAREMPUDIPADU","Guntur","Vatticherukuru","Black Gram (Urad)",6.13,70.43,"Medium",97.9,16.15826630794736,80.45199247458754,0.53,0.57,0.49,"{""pH"": 6.51, ""EC"": 1.0, ""Organic_Carbon"": 0.58, ""Nitrogen"": 114.0, ""Phosphorus"": 14.0, ""Potassium"": 161.0, ""Zinc"": 1.02, ""Iron"": 3.73, ""Copper"": 0.57, ""Boron"": 2.11, ""Soil_Type"": ""Loamy"", ""Irrigation_Type"": ""Drip"", ""Crop_Season"": ""Kharif"", ""Survey_Number"": ""AP-008376""}",NULL,NULL
"AND-GUN-009801","Mahesh Reddy","KAREMPUDIPADU","Guntur","Vatticherukuru","Bajra (Pearl Millet)",11.88,89.6,"Low",98.9,16.162487940234282,80.45641127686615,0.36,0.33,0.23,"{""pH"": 5.66, ""EC"": 0.25, ""Organic_Carbon"": 0.97, ""Nitrogen"": 209.0, ""Phosphorus"": 32.0, ""Potassium"": 536.0, ""Zinc"": 2.85, ""Iron"": 11.61, ""Copper"": 1.13, ""Boron"": 1.64, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Sprinkler"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-009801""}",NULL,NULL
"AND-GUN-001742","Ramu Golla","MANCHALA","Guntur","Chebrolu","Sesame (Til)",11.14,87.13,"Low",97.6,16.174836560899266,80.5375863220645,0.48,0.27,0.3,"{""pH"": 6.05, ""EC"": 2.22, ""Organic_Carbon"": 1.1, ""Nitrogen"": 291.0, ""Phosphorus"": 66.0, ""Potassium"": 379.0, ""Zinc"": 2.11, ""Iron"": 4.57, ""Copper"": 0.78, ""Boron"": 0.37, ""Soil_Type"": ""Sandy"", ""Irrigation_Type"": ""Rainfed"", ""Crop_Season"": ""Zaid"", ""Survey_Number"": ""AP-001742""}",NULL,NULL
